gene1,gene2,score
PPP2R1B,PPP2R2A,0.999
PPP2R1B,PPP2CA,0.999
MOB4,PPP2CA,0.999
MOB4,PPP2R1A,0.999
PPP2R1A,PPP2R5E,0.999
PPP2R2A,PPP2R5E,0.972
PPP2R5E,PPP2CA,0.999
PPP2R5B,PPP2CB,0.966
PPP2CB,PPP2R5E,0.99
PPP2CB,PPP2R5A,0.992
PPP2CB,INTS6,0.994
PPP2CB,INTS5,0.994
PPP2CB,MOB4,0.997
PPP2CB,STRN,0.998
PPP2CB,PPP2R1A,0.999
PPP2CB,PPP2R2A,0.999
PPP2CB,PPP2R1B,0.999
PPP2R1B,INTS5,0.995
PPP2CB,PPP2R2C,0.977
PPP2CB,STRIP1,0.995
PPP2CB,PPP2R5C,0.995
PPP2CB,STRN3,0.996
PPP2CB,STRN4,0.996
PPP2R5A,STRN3,0.446
PPP2R5A,STRN4,0.46
PPP2R5A,PPP2R2C,0.839
PPP2R5A,PPP2R5C,0.969
PPP2R1B,STRIP1,0.996
PPP2R1B,STRN3,0.996
PPP2R1B,STRN4,0.996
PPP2R1B,PPP2R5C,0.998
PPP2R1B,PPP2R2C,0.999
PPP2R1A,STRN4,0.998
PPP2R1A,STRIP1,0.999
PPP2R1A,STRN3,0.999
PPP2R1A,PPP2R5C,0.999
PPP2R1A,PPP2R2C,0.999
PPP2R2A,STRN4,0.458
PPP2R2A,STRN3,0.5
PPP2R2A,PPP2R2C,0.927
PPP2R2A,PPP2R5C,0.995
STRN3,PPP2R5C,0.445
STRN3,PPP2CA,0.999
STRIP1,PPP2CA,0.999
PPP2R2C,PPP2R5C,0.873
PPP2R2C,PPP2CA,0.995
STRN4,PPP2CA,0.999
PPP2R5C,PPP2CA,0.999
PPP2CB,PPP2R2D,0.994
PPP2CB,PPP2R2B,0.997
PPP4C,PPP2R2C,0.749
PPP4C,PPP2R2A,0.892
PPP4C,PPP2R2D,0.9
PPP4C,PPP2R2B,0.929
PPP4C,PPP2R1B,0.97
PPP4C,PPP2R1A,0.984
PPP2R1B,PPP2R2D,0.991
PPP2R1B,PPP2R2B,0.995
PPP2R1A,PPP2R2B,0.998
PPP2R1A,PPP2R2D,0.999
PPP2R2A,PPP2R2B,0.951
PPP2R2A,PPP2R2D,0.995
PPP2R2C,PPP2R2D,0.948
PPP2R2C,PPP2R2B,0.957
PPP2R2B,PPP2R2D,0.935
PPP2R2B,PPP2CA,0.998
PPP2R2D,PPP2CA,0.999
PPP2CB,ARRB1,0.817
PPP2CB,ARRB2,0.82
PPP2CB,PPP2R3C,0.891
PPP2CB,PPP1R1A,0.9
PPP2CB,RYR2,0.9
PPP2CB,TNNI3,0.904
PPP2CB,BCL2,0.904
PPP2CB,DRD2,0.913
PPP2CB,FGFR1OP,0.994
PPP1R1A,PPP2R3C,0.9
PPP2R3C,ARRB1,0.802
PPP2R3C,ARRB2,0.802
PPP2R3C,TNNI3,0.9
PPP2R3C,DRD2,0.9
PPP2R3C,RYR2,0.9
PPP2R3C,BCL2,0.901
PPP2R3C,ITIH4,0.972
TNNI3,BCL2,0.432
TNNI3,RYR2,0.666
DRD2,ARRB1,0.977
DRD2,ARRB2,0.998
PPP2CB,BUB1B,0.562
PPP2CB,PPP2R3A,0.865
PPP2CB,PPME1,0.966
PPP2CB,SGO1,0.973
PPP2R5A,PPME1,0.722
PPP2R5A,PPP2R3A,0.928
PPP2R5A,BUB1B,0.98
SGO1,BUB1B,0.974
SGO1,PPP2R5C,0.997
PPP2R3A,PPME1,0.48
PPP2R3A,PPP2R1B,0.939
PPP2R3A,PPP2R2A,0.951
PPP2R3A,PPP2R5C,0.955
PPP2R3A,PPP2R1A,0.993
PPP2R3A,PPP2CA,0.996
BUB1B,PPP2R1B,0.583
BUB1B,PPP2R1A,0.65
BUB1B,PPP2R5C,0.96
BUB1B,PPP2CA,0.997
PPP2R1B,PPME1,0.978
PPP2R1A,PPME1,0.999
PPP2R2A,PPME1,0.907
PPME1,PPP2R5C,0.981
PPME1,PPP2CA,0.999
PPP2CB,PPP2R5D,0.999
PPP2R5A,PPP4C,0.793
PPP2R5A,PPP2R5D,0.935
PPP2R5A,PPP2R2D,0.973
SGO1,PPP2R2D,0.482
SGO1,PPP2R5D,0.97
PPP4C,PPP2R5D,0.941
PPP2R1B,PPP2R5D,0.992
KLHDC3,PPP2R5D,0.949
PPP2R1A,PPP2R5D,0.999
PPP2R2A,PPP2R5D,0.967
PPP2R2D,PPP2R5D,0.959
PPP2R5D,PPP2CA,0.999
PPP3R1,RCAN1,0.862
PPP3R1,PPP3R2,0.944
PPP3R1,CALML6,0.948
PPP3R1,CALML3,0.952
PPP3R1,CALML5,0.954
PPP3R1,CALM3,0.98
PPP3R1,CALML4,0.982
CALM3,PPP3R2,0.72
CALM3,RCAN1,0.775
CALM3,NFATC1,0.786
CALM3,PPP3CB,0.988
CALML6,RCAN1,0.735
CALML6,NFATC1,0.786
CALML6,PPP3R2,0.831
CALML6,PPP3CB,0.975
CALML6,PPP3CA,0.997
CALML3,PPP3R2,0.719
CALML3,RCAN1,0.749
CALML3,NFATC1,0.786
CALML3,PPP3CB,0.978
CALML3,PPP3CA,0.997
CALML5,PPP3R2,0.72
CALML5,RCAN1,0.749
CALML5,NFATC1,0.786
CALML5,PPP3CB,0.977
CALML5,PPP3CA,0.997
RCAN1,PPP3R2,0.689
RCAN1,CALML4,0.735
RCAN1,PPP3CB,0.919
RCAN1,PPP3CA,0.997
PPP3CB,CALML4,0.975
PPP3CB,PPP3R2,0.993
PPP3CA,PPP3R2,0.993
PPP3CA,CALML4,0.997
NFATC1,CALML4,0.786
NFATC1,PPP3R2,0.948
CALML4,PPP3R2,0.827
CLN6,PPT2,0.711
MECR,PPT2,0.906
MECR,PPT1,0.919
CLN8,PPT2,0.486
PPT2,MFSD8,0.557
PPT2,CLN5,0.757
PPT2,CLN3,0.763
PRPF38A,PQBP1,0.868
PRPF38A,WBP11,0.971
PRPF38A,TXNL4A,0.987
PRPF38A,UBL5,0.993
PRPF38A,WBP4,0.994
PRPF38A,SMU1,0.995
PRPF38A,MFAP1,0.999
PRPF38A,ZMAT2,0.999
WBP11,SMU1,0.861
WBP11,TXNL4A,0.893
WBP11,WBP4,0.935
WBP11,ZMAT2,0.968
WBP11,MFAP1,0.972
WBP11,UBL5,0.974
WBP11,PQBP1,0.994
MFAP1,PQBP1,0.873
MFAP1,TXNL4A,0.983
MFAP1,UBL5,0.993
MFAP1,WBP4,0.995
MFAP1,ZMAT2,0.999
MFAP1,SMU1,0.999
TXNL4A,UBL5,0.972
TXNL4A,SMU1,0.98
TXNL4A,WBP4,0.98
TXNL4A,ZMAT2,0.994
TXNL4A,PQBP1,0.994
ZMAT2,PQBP1,0.882
ZMAT2,UBL5,0.975
ZMAT2,SMU1,0.996
ZMAT2,WBP4,0.996
FTSJ1,PQBP1,0.867
UBL5,PQBP1,0.89
UBL5,WBP4,0.968
UBL5,SMU1,0.969
WBP4,PQBP1,0.913
WBP4,SMU1,0.991
SMU1,PQBP1,0.871
MAD2L2,PRCC,0.834
PRCC,TFEB,0.82
PRCC,RBM10,0.847
PRCC,PPIL2,0.879
PRCC,SNW1,0.883
PRCC,XAB2,0.891
PRCC,ZNF830,0.941
PRCC,CRNKL1,0.944
PRCC,ASPSCR1,0.968
PRCC,TFE3,0.968
ASPSCR1,RBM10,0.57
ASPSCR1,TFEB,0.579
TFE3,RBM10,0.516
XAB2,PPIL2,0.908
XAB2,ZNF830,0.979
ZNF830,PPIL2,0.878
ZNF830,CRNKL1,0.969
ZNF830,SNW1,0.978
CRNKL1,PPIL2,0.91
SNW1,PPIL2,0.953
IMPG2,GUCA1B,0.711
IMPG2,IDH3B,0.733
GUCA1B,IDH3B,0.661
GUCA1B,EYS,0.706
GUCA1B,CERKL,0.716
GUCA1B,ZNF513,0.75
GUCA1B,PCARE,0.772
CNGB1,IDH3B,0.697
CNGB1,ZNF513,0.738
PDE6A,IDH3B,0.703
ZNF513,IDH3B,0.749
PDE6G,IDH3B,0.725
PCARE,IDH3B,0.719
CERKL,IDH3B,0.749
EYS,IDH3B,0.719
PRCD,IDH3B,0.781
ZNHIT2,SLITRK1,0.442
ZNHIT2,PRDM10,0.496
ZNHIT2,ENTHD1,0.531
ENTHD1,SLITRK1,0.48
ENTHD1,PRDM10,0.503
ASB7,PRDM10,0.554
PRDM8,PRDM10,0.545
PRDM10,CITED2,0.493
PRDM10,AVPR2,0.504
PRDM10,SLITRK1,0.515
PRDM10,ZNF510,0.53
PRDM10,SETD4,0.558
PRDM10,TOP2A,0.602
TOP2A,AVPR2,0.512
PHOX2B,NEUROG1,0.429
PHOX2B,PRDM12,0.454
PRDM12,TRPV1,0.445
PRDM12,DBX1,0.45
PRDM12,ASIC3,0.452
PRDM12,SCN9A,0.475
PRDM12,SCN11A,0.505
PRDM12,PRDM11,0.542
PRDM12,NEUROG1,0.557
PRDM12,DRGX,0.576
PRDM12,EHMT2,0.624
ASIC3,SCN11A,0.523
ASIC3,SCN9A,0.632
ASIC3,TRPV1,0.828
NEUROG1,DBX1,0.466
SCN9A,SCN11A,0.634
TRPV1,SCN11A,0.697
PRDM2,PRDM13,0.489
TLX3,PCMTD2,0.42
TLX3,IRS4,0.425
TLX3,BHLHE22,0.452
TLX3,PRDM13,0.527
TLX3,PTF1A,0.544
PCMTD2,PRDM13,0.473
BHLHE22,PTF1A,0.48
BHLHE22,PRDM13,0.501
PRDM13,IRS4,0.476
PRDM13,PRDM11,0.481
PRDM13,SMYD5,0.493
PRDM13,CCNC,0.503
PRDM13,PRDM7,0.523
PRDM13,PTF1A,0.615
UCP1,KDM1A,0.528
UCP1,CEBPB,0.625
UCP1,PPARG,0.925
UCP1,PPARGC1A,0.943
UCP1,PRDM16,0.946
UCP1,CIDEA,0.956
PPARGC1A,KDM1A,0.548
PPARGC1A,CIDEA,0.811
PPARGC1A,CEBPB,0.953
PPARGC1A,PRDM16,0.995
PRDM16,CIDEA,0.881
PRDM16,KDM1A,0.926
PRDM16,CTBP2,0.93
PRDM16,CTBP1,0.971
PRDM16,ZNF516,0.992
PRDM16,CEBPB,0.995
PRDM16,PPARG,0.996
PPARG,KDM1A,0.643
CTBP1,EHMT1,0.849
CTBP1,ZNF516,0.967
CEBPB,CIDEA,0.52
CEBPB,EHMT1,0.635
CTBP2,EHMT1,0.505
CTBP2,ZNF516,0.879
KDM1A,EHMT1,0.774
KDM1A,ZNF516,0.984
ADAM23,PRDM5,0.514
ADAM23,MLF1,0.548
PRDM5,MLF1,0.522
PRDM5,PRDM11,0.538
PRDM5,HDAC1,0.56
PRDM5,PRDM8,0.622
PRDM5,GTF3C1,0.625
PRDM5,EHMT2,0.636
PRDM8,PRDM11,0.496
PLOD1,PRDM6,0.651
PLOD3,PRDM6,0.653
IBSP,BMPR1B,0.495
IBSP,PRDM6,0.682
CBFA2T2,PRDM6,0.847
CBFA2T2,CBFA2T3,0.906
CBFA2T2,PRDM14,0.969
CBFA2T3,PRDM6,0.62
CBFA2T3,PRDM14,0.76
PRDM14,PRDM6,0.881
PLOD2,PRDM6,0.658
CAMKMT,PRDM6,0.676
PRDM6,KBTBD4,0.621
PRDM6,BMPR1B,0.644
PRDM2,PRDM8,0.594
PRDM15,PRDM8,0.517
BHLHE22,VSX1,0.551
BHLHE22,PRDM8,0.884
PRDM8,VSX1,0.523
PRDM8,PRDM6,0.617
TXN2,NFE2L2,0.556
TXN2,SRXN1,0.592
TXN2,SOD1,0.676
TXN2,PRDX2,0.71
TXN2,PRDX1,0.928
TXN2,PRDX5,0.939
TXN2,TXN,0.967
TXN2,MAP3K5,0.97
SESN2,NFE2L2,0.447
SESN2,SRXN1,0.47
SESN2,PRDX5,0.678
SESN2,PRDX1,0.924
PRDX1,PRDX2,0.873
PRDX1,SOD1,0.876
PRDX1,MAP3K5,0.89
PRDX1,NFE2L2,0.894
PRDX1,ABL1,0.927
PRDX1,PRDX5,0.981
PRDX1,TXN,0.99
PRDX1,SRXN1,0.999
PRDX5,SRXN1,0.636
PRDX5,SOD1,0.912
PRDX5,PRDX2,0.96
PRDX5,TXN,0.981
SOD1,SRXN1,0.443
SOD1,PRDX2,0.865
SOD1,TXN,0.876
PRDX2,NFE2L2,0.417
PRDX2,MAP3K5,0.418
PRDX2,SRXN1,0.889
PRDX2,TXN,0.981
MAP3K5,TXN,0.999
TXN,NFE2L2,0.741
TXN,SRXN1,0.818
SRXN1,NFE2L2,0.899
TXN2,SOD2-2,0.623
TXN2,CYCS,0.635
TXN2,TXNRD1,0.942
TXN2,PRDX3,0.952
TXN2,TXNRD2,0.972
PRDX5,CYCS,0.445
PRDX5,SOD2-2,0.738
PRDX5,TXNRD1,0.766
PRDX5,TXNRD2,0.788
PRDX5,PRDX3,0.972
PRDX3,SOD2-2,0.804
PRDX3,CYCS,0.804
PRDX3,TXNRD1,0.812
PRDX3,VDAC1,0.841
PRDX3,TXN,0.846
PRDX3,TXNRD2,0.848
PRDX3,NDUFS1,0.883
PRDX3,FANCG,0.917
CYCS,TXNRD2,0.516
CYCS,TXNRD1,0.527
CYCS,SOD2-2,0.726
CYCS,TXN,0.735
CYCS,NDUFS1,0.782
TXN,NDUFS1,0.461
TXN,VDAC1,0.532
TXN,SOD2-2,0.706
TXN,TXNRD2,0.894
TXN,TXNRD1,0.999
VDAC1,NDUFS1,0.663
VDAC1,SOD2-2,0.788
TXNRD2,NDUFS1,0.541
TXNRD2,SOD2-2,0.615
TXNRD2,TXNRD1,0.938
NDUFS1,TXNRD1,0.553
NDUFS1,SOD2-2,0.687
TXNRD1,SOD2-2,0.615
SLC3A1,PREP,0.575
SLC3A1,CAMKMT,0.935
SLC3A1,PPM1B,0.968
SLC3A1,PREPL,0.972
PPM1B,PREP,0.495
PPM1B,CAMKMT,0.953
PPM1B,PREPL,0.967
APEH,PREPL,0.58
APEH,PREP,0.931
DPP8,PREPL,0.507
DPP8,PREP,0.955
ALG14,COLQ,0.656
ALG14,PREPL,0.665
SURF2,PREPL,0.575
CAMKMT,PREP,0.524
CAMKMT,PREPL,0.976
COLQ,PREPL,0.521
COLQ,DPAGT1,0.633
PREPL,PREP,0.507
PREPL,DPAGT1,0.583
CD4,GZMH,0.588
CD4,GNLY,0.647
CD4,GZMA,0.758
CD4,KLRD1,0.79
CD4,FASLG,0.868
CD4,GZMB,0.936
CD4,PRF1,0.94
GZMH,IFNG,0.696
GZMH,FASLG,0.747
GZMH,GZMB,0.847
GZMH,GZMA,0.877
GZMH,KLRD1,0.877
GZMH,CD8A,0.895
GZMH,PRF1,0.935
GZMH,GNLY,0.958
GZMB,KLRD1,0.863
GZMB,FASLG,0.942
GZMB,IFNG,0.956
GZMB,CD8A,0.963
GZMB,SRGN,0.964
GZMB,GNLY,0.995
GZMB,PRF1,0.999
IFNG,GNLY,0.731
IFNG,GZMA,0.841
IFNG,KLRD1,0.87
IFNG,FASLG,0.933
IFNG,PRF1,0.95
IFNG,CD8A,0.99
SRGN,GNLY,0.548
SRGN,PRF1,0.956
GZMA,FASLG,0.889
GZMA,KLRD1,0.906
GZMA,CD8A,0.964
GZMA,GNLY,0.976
GZMA,PRF1,0.998
KLRD1,FASLG,0.855
KLRD1,GNLY,0.904
KLRD1,CD8A,0.93
KLRD1,PRF1,0.951
FASLG,GNLY,0.921
FASLG,CD8A,0.922
CD8A,GNLY,0.89
CD8A,PRF1,0.987
PRF1,GNLY,0.999
COMP,PRG4,0.719
COMP,BGN,0.724
TLR2,ACAN,0.584
TLR2,ALB,0.733
TLR2,PRG4,0.773
TLR2,CD44,0.874
HPX,CD44,0.551
HPX,FN1,0.573
HPX,PRG4,0.858
ALB,BGN,0.414
ALB,PRG4,0.623
ALB,ACAN,0.695
ALB,CD44,0.739
CSPG4,ACAN,0.407
CSPG4,CD44,0.425
CSPG4,PRG4,0.632
CSPG4,FN1,0.649
CSPG4,BGN,0.659
BGN,PRG4,0.595
BGN,ACAN,0.928
FN1,PRG4,0.642
TLR4,ACAN,0.63
TLR4,PRG4,0.717
ACAN,CD44,0.761
ACAN,PRG4,0.9
CD44,PRG4,0.796
DVL2,ANKRD6,0.525
CELSR1,DVL3,0.596
CELSR1,ANKRD6,0.632
DVL3,ANKRD6,0.483
PRICKLE1,ARHGAP21,0.771
PRICKLE1,ANKRD6,0.845
ANKRD6,VANGL1,0.773
ANKRD6,VANGL2,0.781
ANKRD6,DVL1,0.974
POLE2,RPA2,0.678
POLE2,RPA3,0.72
RPA3,REV3L,0.576
RPA3,POLE,0.661
RPA3,STN1,0.997
POLE,RPA2,0.64
REV3L,RPA2,0.656
REV3L,PRIM2,0.98
RPA3,TIMELESS,0.995
RPA3,SMARCAL1,0.996
RPA3,PRIMPOL,0.996
RPA3,TIPIN,0.997
RPA3,RFWD3,0.997
RPA3,CLSPN,0.998
RPA1,SMARCAL1,0.996
RPA1,RFWD3,0.997
RPA1,TIPIN,0.997
RPA1,TIMELESS,0.997
RPA1,CLSPN,0.998
RPA1,PRIMPOL,0.999
TIPIN,RFWD3,0.46
TIPIN,SMARCAL1,0.7
TIPIN,PRIMPOL,0.996
TIPIN,RPA2,0.996
TIPIN,CLSPN,0.999
ZRANB3,RPA2,0.43
ZRANB3,CLSPN,0.437
ZRANB3,RFWD3,0.452
ZRANB3,SMARCAL1,0.581
ZRANB3,PRIMPOL,0.726
CLSPN,SMARCAL1,0.584
CLSPN,PRIMPOL,0.996
CLSPN,RPA2,0.998
SMARCAL1,TIMELESS,0.576
SMARCAL1,RFWD3,0.644
SMARCAL1,PRIMPOL,0.998
SMARCAL1,RPA2,0.999
RFWD3,TIMELESS,0.489
RFWD3,PRIMPOL,0.994
RFWD3,RPA2,0.996
RPA2,TIMELESS,0.995
RPA2,PRIMPOL,0.996
PRIMPOL,POLDIP2,0.848
PRIMPOL,TIMELESS,0.996
PRKAR2A,AKAP5,0.905
PRKAR2A,PRKAR1B,0.951
PRKAR2A,PRKAR2B,0.989
PRKAR2B,RYR2,0.41
PRKAR2B,CREB1,0.499
PRKAR2B,PRKAR1A,0.954
PRKAR2B,PRKAR1B,0.968
PRKAR2B,AKAP5,0.996
PRKACA,RYR2,0.994
PRKACA,PKIA,0.998
PRKACA,PRKAR1B,0.999
PRKACA,AKAP1,0.999
PRKACA,PRKAR1A,0.999
EZR,AKAP5,0.454
RYR2,AKAP5,0.457
PRKAR1A,CREB1,0.491
PRKAR1A,AKAP5,0.593
PRKAR1A,PRKAR1B,0.98
AKAP5,PRKAR1B,0.531
AKAP5,AKAP1,0.931
PRKAR1B,AKAP1,0.722
CREB1,AKAP1,0.4
PRKAR2A,AKAP9,0.598
PRKAR2B,AKAP9,0.902
AKAP9,PRKAR1A,0.463
AKAP9,RYR2,0.478
AKAP9,AKAP5,0.77
AKAP9,AKAP1,0.874
RYR2,PRKACB,0.993
PRKACB,CREB1,0.995
PRKACB,PRKAR1B,0.998
PRKACB,PRKAR1A,0.999
PRKACB,AKAP1,0.999
CALM3,PRKAR1A,0.529
CALM3,EZR,0.64
CALM3,AKAP1,0.69
CALM3,CREB1,0.891
CALM3,AKAP5,0.983
EZR,PRKACG,0.998
RYR2,PRKACG,0.993
PRKACG,CREB1,0.994
PRKACG,PRKAR1B,0.995
PRKACG,PRKAR1A,0.998
PRKACG,AKAP1,0.999
PRKAB2,GYS2,0.927
PRKAB2,CAMKK2,0.975
PRKAB2,STK11,0.976
PRKAB2,PRKAG1,0.999
PRKAB2,PRKAG3,0.999
GYS2,PRKAA1,0.921
GYS2,PRKAG1,0.923
GYS2,PRKAA2,0.923
GYS2,PRKAG3,0.925
GYS2,PRKAB1,0.928
GYS2,PRKAG2,0.938
PRKAG2,PRKAG3,0.946
PRKAG2,GYS1,0.946
PRKAG2,STK11,0.962
PRKAG2,CAMKK2,0.975
PRKAG2,PRKAG1,0.979
CAMKK2,STK11,0.944
CAMKK2,PRKAA1,0.956
CAMKK2,PRKAG3,0.958
CAMKK2,PRKAA2,0.964
CAMKK2,PRKAB1,0.973
CAMKK2,PRKAG1,0.975
GYS1,PRKAA1,0.928
GYS1,PRKAG1,0.931
GYS1,PRKAB1,0.935
GYS1,PRKAA2,0.94
GYS1,PRKAG3,0.942
PRKAG1,PRKAG3,0.957
PRKAG1,STK11,0.974
PRKAG1,PRKAB1,0.999
PRKAG1,PRKAA2,0.999
STK11,PRKAG3,0.959
STK11,PRKAB1,0.975
STK11,PRKAA2,0.978
STK11,PRKAA1,0.986
PRKAA1,PRKAG3,0.997
PRKAA2,PRKAG3,0.997
PRKAG3,PRKAB1,0.999
PRKAB2,TBC1D1,0.935
TBC1D1,PRKAA2,0.919
TBC1D1,PRKAA1,0.923
TBC1D1,PRKAG2,0.927
TBC1D1,PRKAG1,0.932
TBC1D1,PRKAG3,0.937
TBC1D1,PRKAB1,0.938
AKAP10,PRKAR1B,0.61
AKAP10,PRKAR2B,0.891
AKAP10,PRKACB,0.934
AKAP10,PRKACA,0.934
AKAP10,PRKACG,0.934
AKAP10,PRKAR1A,0.938
AKAP10,PRKAR2A,0.961
PRKX,PRKACB,0.68
PRKX,PRKACA,0.681
PRKX,PRKAR2A,0.86
PRKX,PRKAR1B,0.885
PRKX,PRKAR1A,0.94
PRKX,PRKAR2B,0.977
PRKAR2A,GNAS,0.639
PRKAR2B,GNAS,0.649
PDE11A,GNAS,0.617
PDE11A,PRKACG,0.625
PDE11A,PRKACB,0.652
PDE11A,PRKACA,0.678
GNAS,PRKAR1B,0.651
LIPE,PRKAR1B,0.906
LIPE,PRKAR1A,0.91
LIPE,PRKAR2A,0.917
PRKAR2A,GPR161,0.558
PRKAR2A,PRKY,0.801
PRKAR2B,GPR161,0.569
PRKAR2B,PRKY,0.854
PRKACA,PRKY,0.553
PRKACA,GPR161,0.944
PRKACB,PRKY,0.554
PRKACB,GPR161,0.916
PRKACG,GPR161,0.875
PRKAR1A,PRKY,0.849
PRKAR1A,GPR161,0.914
PRKAR1B,GPR161,0.797
PRKAR1B,PRKY,0.852
RAC2,PRKCB,0.43
RAC2,PRKCD,0.946
RAC2,PIK3CB,0.965
NCF1,SRC,0.905
NCF1,PRKCD,0.966
NCF1,PRKCA,0.969
NCF1,PRKCB,0.975
IRS1,MARCKS,0.488
IRS1,PRKCA,0.648
IRS1,PRKCB,0.932
IRS1,PRKCD,0.962
PRKCD,RIPK4,0.949
PRKCD,MARCKS,0.952
PRKCD,PIK3CB,0.966
PRKCD,SRC,0.983
RIPK4,PRKCB,0.545
CARD9,SRC,0.42
SRC,MARCKS,0.625
SRC,PRKCA,0.867
SRC,PIK3CB,0.967
PRKCA,MARCKS,0.908
MARCKS,PRKCB,0.581
PRKCG,PLCB1,0.93
PRKCG,FOS,0.938
PRKCG,CACNA1D,0.943
PRKCG,BRAF,0.943
PRKCG,TRPC3,0.971
CACNA1D,ITPR1,0.753
CACNA1D,PRKCA,0.917
CACNA1D,PRKCB,0.933
FOS,BRAF,0.46
FOS,PRKCB,0.93
FOS,PRKCA,0.946
ITPR1,CACNA1A,0.566
ITPR1,TRPC3,0.945
PLCB1,CACNA1A,0.415
PLCB1,TRPC3,0.569
PLCB1,PRKCB,0.935
PLCB4,TRPC3,0.424
PLCB4,PRKCB,0.924
PLCB4,PRKCA,0.933
TRPC3,CACNA1A,0.525
TRPC3,PRKCB,0.929
TRPC3,PRKCA,0.935
PRKCA,CACNA1A,0.915
PRKCA,BRAF,0.937
BRAF,PRKCB,0.909
CACNA1A,PRKCB,0.919
PKD2,GANAB,0.568
PKD2,SEC63,0.629
CANX,SEC63,0.713
PKD1,GANAB,0.615
PKD1,SEC63,0.684
HSP90B1,SEC63,0.502
HSP90B1,DDOST,0.723
CALR,DDOST,0.535
CALR,SEC63,0.567
P4HB,SEC63,0.484
P4HB,DDOST,0.644
P4HB,PRKCSH,0.792
P4HB,GANAB,0.832
GANAB,SEC63,0.693
SEC63,DDOST,0.663
SEC63,PRKCSH,0.977
DDOST,PRKCSH,0.948
PRKCSH,MARCKS,0.834
RAP1B,PRKD3,0.904
RAP1B,PRKD2,0.904
RAP1B,PRKD1,0.906
RAP1B,ITGAM,0.911
RAP1B,ITGB1,0.926
RAP1B,ITGB2,0.927
PRKCG,ITGB1,0.693
PRKCG,PRKD3,0.901
PRKCG,PRKD2,0.902
PRKCG,PRKD1,0.906
RAP1A,PRKD2,0.905
RAP1A,PRKD3,0.908
RAP1A,PRKD1,0.91
RAP1A,ITGAM,0.914
RAP1A,ITGB2,0.929
RAP1A,ITGB1,0.952
PRKD3,ITGAM,0.903
PRKD3,ITGB2,0.905
PRKD3,ITGB1,0.908
PRKD3,PRKCB,0.909
PRKD3,PRKCA,0.913
PRKD3,PRKD2,0.976
ITGB1,PRKCB,0.72
ITGB1,PRKD2,0.909
ITGB1,PRKD1,0.91
ITGB1,PRKCA,0.923
ITGB1,ITGAM,0.974
ITGB2,PRKCA,0.43
ITGB2,PRKCB,0.512
ITGB2,PRKD2,0.905
ITGB2,PRKD1,0.906
PRKD1,ITGAM,0.908
PRKD1,PRKCB,0.91
PRKD1,PRKCA,0.917
PRKD1,PRKD2,0.979
PRKD2,ITGAM,0.907
PRKD2,PRKCB,0.907
PRKD2,PRKCA,0.911
TP53,NHEJ1,0.445
TP53,LIG4,0.532
TP53,XRCC5,0.689
TP53,XRCC4,0.693
TP53,PARP1,0.972
PRKDC,H2AX,0.983
PRKDC,PARP1,0.993
NHEJ1,PARP1,0.452
NHEJ1,H2AX,0.78
XRCC6,H2AX,0.988
PARP1,PAXX,0.526
PARP1,LIG4,0.655
PARP1,H2AX,0.964
PARP1,XRCC5,0.996
PAXX,H2AX,0.443
DCLRE1C,H2AX,0.607
XRCC5,H2AX,0.973
XRCC4,H2AX,0.723
H2AX,LIG4,0.655
RGS2,PRKG1,0.97
VASP,ATP2B4,0.419
VASP,PRKG1,0.978
PPP1R12C,PRKG1,0.942
GUCY1A2,ATP2B4,0.419
GUCY1A2,MRVI1,0.426
GUCY1A1,MRVI1,0.475
PLN,ATP2B4,0.896
ATP2B4,PRKG1,0.948
PRKG1,MRVI1,0.996
PPP1R12A,MRVI1,0.422
MRVI1,GUCY1B1,0.445
VASP,PRKG2,0.942
PRKG2,KCNU1,0.917
PRKG2,RASGEF1B,0.919
PRKG2,CACNA1C,0.924
PRKG2,GTF2I,0.925
PRKG2,KCNMA1,0.926
PRKG2,MRVI1,0.943
CACNA1C,KCNU1,0.738
CACNA1C,KCNMA1,0.918
SNCAIP,UBE2L3,0.634
SNCAIP,PARK7,0.705
SNCAIP,PINK1,0.757
SNCAIP,PRKN,0.999
SNCAIP,SNCA,0.999
PARK7,MFN1,0.523
PARK7,UBB,0.608
PRKN,UBB,0.998
PRKN,UBE2L3,0.999
PINK1,UBE2L3,0.434
PINK1,UBB,0.965
UBA52,SNCA,0.52
UBA52,MFN1,0.53
UBE2L3,SNCA,0.701
MFN2,SNCA,0.49
MFN2,UBB,0.647
MFN1,SNCA,0.416
MFN1,UBC,0.599
MFN1,UBB,0.603
UBC,SNCA,0.878
UBB,SNCA,0.825
AGO2,STAU1,0.573
AGO2,EIF2AK2,0.593
EIF2AK2,DROSHA,0.497
EIF2AK2,STAU1,0.613
EIF2AK2,TARBP2,0.844
DGCR8,STAU1,0.576
DGCR8,AGO3,0.891
DGCR8,AGO4,0.902
TARBP2,STAU1,0.424
PRKRA,AGO3,0.834
PRKRA,STAU1,0.836
PRKRA,AGO4,0.856
STAU1,AGO3,0.421
STAU1,DROSHA,0.646
STAU1,AGO1,0.65
STAU1,DICER1,0.8
EPO,CISH,0.404
STAT5B,PRLR,0.951
STAT5B,CISH,0.982
PRL,CISH,0.456
GH1,CISH,0.607
GH1,ENSP00000497443,0.801
STAT5A,PRLR,0.936
STAT5A,CISH,0.98
JAK2,CISH,0.974
